,locusTag,baseMean,log2FoldChange,lfcSE,pvalue,padj,abs_log2,name,symbol,chromosome,KO_anno,KO_desc
10,Bcen2424_4447,4584.092302,1.599986469,0.313986739,1.80E-08,1.02E-05,1.599986469,isocitrate lyase,,2,K01637,K01637 isocitrate lyase [EC:4.1.3.1] 
13,Bcen2424_5093,288.0804372,-1.588740866,0.33489915,1.05E-07,4.59E-05,1.588740866,glycosyltransferase family 2 protein,,2,K12990,K12990 rhamnosyltransferase [EC:2.4.1.-] 
242,Bcen2424_2993,47.9870437,-1.570379865,0.583282558,0.00027044,0.006383947,1.570379865,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,,1,K07010,K07010 putative glutamine amidotransferase 
167,Bcen2424_2771,1006.413181,-1.539385559,0.517126242,0.000101621,0.003482648,1.539385559,acetoacetyl-CoA reductase,phbB,1,K00023,K00023 acetoacetyl-CoA reductase [EC:1.1.1.36] 
921,Bcen2424_5821,3.811437028,-1.537422766,1.156457774,0.009123435,NA,1.537422766,hypothetical protein,,2,NA,no KO assigned 
19,Bcen2424_5096,1290.559966,-1.532965561,0.336413824,2.54E-07,7.61E-05,1.532965561,isoprenylcysteine carboxylmethyltransferase family protein,,2,NA,no KO assigned 
9,Bcen2424_5095,580.1780278,-1.518575252,0.296738738,1.59E-08,1.00E-05,1.518575252,glycosyltransferase,,2,K18101,K18101 rhamnosyltransferase subunit B [EC:2.4.1.-] 
134,Bcen2424_4846,17.41118041,-1.508252877,0.460691755,6.47E-05,0.002764387,1.508252877,hypothetical protein,,2,NA,no KO assigned 
113,Bcen2424_1543,650.9095181,1.504065119,0.459682534,4.65E-05,0.00236221,1.504065119,sugar ABC transporter ATP-binding protein,,1,K10441,K10441 ribose transport system ATP-binding protein [EC:7.5.2.7] 
111,BCEN2424_RS34705,172.4907439,1.498940184,0.456467427,4.56E-05,0.002356218,1.498940184,hypothetical protein,,1,NA,NA
100,BCEN2424_RS14950,92.32812935,-1.495363709,0.444781384,3.41E-05,0.001961911,1.495363709,hypothetical protein,,1,NA,NA
78,Bcen2424_1541,490.8805193,1.490374247,0.426508184,2.19E-05,0.001546145,1.490374247,ABC transporter substrate-binding protein,,1,K10439,K10439 ribose transport system substrate-binding protein 
124,Bcen2424_0974,5913.901494,1.466408756,0.459338259,5.68E-05,0.00260734,1.466408756,thioredoxin-disulfide reductase,trxB,1,K00384,K00384 thioredoxin reductase (NADPH) [EC:1.8.1.9] 
509,Bcen2424_0750,9146.694252,1.452327883,0.764223637,0.001653155,0.018487203,1.452327883,nucleotide exchange factor GrpE,grpE,1,K03687,K03687 molecular chaperone GrpE 
115,Bcen2424_2104,5289.394944,1.449980635,0.447117176,4.77E-05,0.002382881,1.449980635,Hsp33 family molecular chaperone HslO,hslO,1,K04083,K04083 molecular chaperone Hsp33 
62,Bcen2424_2770,69.29924708,-1.44799166,0.398155718,1.33E-05,0.001224963,1.44799166,hypothetical protein,,1,NA,no KO assigned 
305,Bcen2424_5483,505.1943052,1.435458098,0.575058148,0.000463726,0.008664642,1.435458098,YqaE/Pmp3 family membrane protein,,2,NA,no KO assigned 
4,Bcen2424_0492,444.5220906,-1.428625596,0.238123626,1.11E-10,1.58E-07,1.428625596,peptidase M1,,1,K01256,K01256 aminopeptidase N [EC:3.4.11.2] 
58,Bcen2424_5097,1595.217565,-1.409021209,0.385546699,1.19E-05,0.001167206,1.409021209,alpha/beta hydrolase,,2,K18100,K18100 rhamnosyltransferase subunit A [EC:2.4.1.-] 
56,Bcen2424_0226,1192.08779,1.406478715,0.381886363,1.11E-05,0.001132553,1.406478715,hypothetical protein,,1,NA,no KO assigned 
191,Bcen2424_3479,23279.03314,-1.404732425,0.483806688,0.000142878,0.004278076,1.404732425,hypothetical protein,,2,NA,no KO assigned 
262,Bcen2424_0859,14957.92707,1.404470771,0.532385641,0.000332192,0.00722391,1.404470771,co-chaperone GroES,,1,K04078,K04078 chaperonin GroES 
22,Bcen2424_5094,345.4052379,-1.389555813,0.308852208,3.56E-07,9.21E-05,1.389555813,DHA2 family efflux MFS transporter permease subunit,,2,K03446,"K03446 MFS transporter, DHA2 family, multidrug resistance protein "
123,Bcen2424_4849,20.07340254,-1.389141255,0.418662298,5.68E-05,0.00260734,1.389141255,YscK family type III secretion system sorting platform protein,,2,K04054,K04054 type III secretion protein K 
136,Bcen2424_4933,1488.596104,-1.388306697,0.438050044,6.62E-05,0.002764387,1.388306697,membrane protein,,2,K19231,K19231 fibronectin-binding autotransporter adhesin 
35,Bcen2424_4917,474.5638472,-1.386061452,0.329664871,1.30E-06,0.000210138,1.386061452,YodC family protein,,2,NA,no KO assigned 
90,Bcen2424_4277,148.9709218,-1.384414747,0.401116996,2.60E-05,0.00163319,1.384414747,hypothetical protein,,2,NA,no KO assigned 
52,Bcen2424_0503,4288.426748,1.37004108,0.365326972,8.49E-06,0.0009285,1.37004108,cold-shock protein,,1,K03704,K03704 cold shock protein 
15,Bcen2424_2475,293.5988931,1.362599204,0.291150713,1.55E-07,5.87E-05,1.362599204,nitrite/sulfite reductase,,1,K00381,K00381 sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2] 
28,Bcen2424_0249,459.9284786,-1.360789836,0.314165435,7.76E-07,0.000157625,1.360789836,H-NS histone family protein,,1,K03746,K03746 DNA-binding protein H-NS 
48,BCEN2424_RS35140,128.1529463,1.360090771,0.347691561,4.78E-06,0.000566907,1.360090771,hypothetical protein,,1,NA,NA
51,Bcen2424_1298,256.283145,1.35379361,0.359189314,8.13E-06,0.000907327,1.35379361,dihydropteroate synthase,folP,1,K00796,K00796 dihydropteroate synthase [EC:2.5.1.15] 
7,Bcen2424_1362,92.22888797,1.351030075,0.260020209,1.30E-08,9.56E-06,1.351030075,hypothetical protein,,1,NA,no KO assigned 
542,Bcen2424_0660,3350.034806,1.350204251,0.737556059,0.002006167,0.021092683,1.350204251,phosphogluconate dehydratase,,1,K01690,K01690 phosphogluconate dehydratase [EC:4.2.1.12] 
6,Bcen2424_2967,1785.701691,-1.347095972,0.255535705,7.28E-09,6.90E-06,1.347095972,LysR family transcriptional regulator,,1,NA,no KO assigned 
192,Bcen2424_1838,19.79823204,-1.334314155,0.434922971,0.000143678,0.004279503,1.334314155,alpha-ketoacid dehydrogenase subunit beta,,1,K21417,"K21417 acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-] "
24,Bcen2424_1902,156.8581483,-1.33426088,0.30180909,5.21E-07,0.000123585,1.33426088,hypothetical protein,,1,NA,no KO assigned 
104,Bcen2424_3481,3011.931715,-1.33302457,0.397119113,3.64E-05,0.002004817,1.33302457,GNAT family N-acetyltransferase,,2,NA,no KO assigned 
170,Bcen2424_3104,985.8154035,-1.325137939,0.438789291,0.000110298,0.003712917,1.325137939,NAD(P)-dependent alcohol dehydrogenase,,1,K13979,K13979 alcohol dehydrogenase (NADP+) [EC:1.1.1.2] 
240,BCEN2424_RS37010,31.56542173,-1.323394129,0.484652633,0.000269093,0.006383591,1.323394129,hypothetical protein,,2,NA,NA
574,Bcen2424_3822,10.15559231,-1.321043639,0.65685876,0.002368488,NA,1.321043639,low molecular weight phosphotyrosine protein phosphatase,,2,K01104,K01104 protein-tyrosine phosphatase [EC:3.1.3.48] 
151,Bcen2424_1949,3133.263717,1.315335715,0.419804105,7.57E-05,0.002871648,1.315335715,PspA/IM30 family protein,,1,K03969,K03969 phage shock protein A 
40,Bcen2424_4852,385.2780249,-1.307158719,0.325718298,3.05E-06,0.000434154,1.307158719,hypothetical protein,,2,NA,no KO assigned 
177,Bcen2424_2864,2328.714543,1.301327162,0.431913167,0.000115833,0.003744177,1.301327162,glutamate--cysteine ligase,gshA,1,K01919,K01919 glutamate--cysteine ligase [EC:6.3.2.2] 
43,Bcen2424_4839,39.10411506,-1.290905264,0.321346212,3.47E-06,0.000458455,1.290905264,type III secretion system cytoplasmic ring protein SctQ,sctQ,2,K03225,K03225 type III secretion protein Q 
229,Bcen2424_3480,17184.34419,-1.289968615,0.467915722,0.000240984,0.006012966,1.289968615,molybdenum cofactor biosynthesis protein MoaA,,2,K03750,K03750 molybdopterin molybdotransferase [EC:2.10.1.1] 
195,Bcen2424_2528,12822.87955,1.283868259,0.437788338,0.000153159,0.004491345,1.283868259,elongation factor G,fusA,1,K02355,K02355 elongation factor G 
54,Bcen2424_1359,1055.828256,1.282122818,0.346017698,1.07E-05,0.001131133,1.282122818,sigma-70 family RNA polymerase sigma factor,,1,K23514,"K23514 RNA polymerase sigma-19 factor, ECF subfamily "
168,Bcen2424_1628,164.0969258,-1.267077045,0.416083178,0.000107196,0.003651739,1.267077045,molecular chaperone,,1,K07346,K07346 fimbrial chaperone protein 
614,Bcen2424_2347,6524.522623,1.262787494,0.764420837,0.002851996,0.026511451,1.262787494,molecular chaperone HtpG,htpG,1,K04079,K04079 molecular chaperone HtpG 
152,Bcen2424_0661,2030.993542,1.259375273,0.40177713,7.73E-05,0.002897186,1.259375273,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase,eda,1,K01625,K01625 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2 
405,Bcen2424_2994,151.3541624,-1.25759297,0.55387264,0.000874598,0.012315531,1.25759297,glutamine synthetase,,1,K01915,K01915 glutamine synthetase [EC:6.3.1.2] 
347,Bcen2424_0860,69794.40336,1.257254248,0.515754884,0.000598689,0.009843755,1.257254248,chaperonin GroEL,groL,1,K04077,K04077 chaperonin GroEL 
5,Bcen2424_4808,3199.436588,1.253927888,0.229373675,2.80E-09,3.18E-06,1.253927888,TonB-dependent siderophore receptor,,2,K16090,K16090 catecholate siderophore receptor 
202,Bcen2424_1544,761.7336668,1.25057257,0.428523442,0.000159797,0.004522819,1.25057257,ROK family protein,,1,NA,no KO assigned 
133,Bcen2424_3189,280.0768378,-1.236292318,0.386388872,6.46E-05,0.002764387,1.236292318,LysR family transcriptional regulator,,2,NA,no KO assigned 
232,Bcen2424_1542,271.4793049,1.234944343,0.447334887,0.000252085,0.006208286,1.234944343,ribose ABC transporter permease,,1,K10440,K10440 ribose transport system permease protein 
67,Bcen2424_3670,36.21310921,-1.233474084,0.33654285,1.64E-05,0.001388599,1.233474084,glutathione S-transferase,,2,K00799,K00799 glutathione S-transferase [EC:2.5.1.18] 
299,Bcen2424_1828,10127.74393,1.220158389,0.479711143,0.000449177,0.008548424,1.220158389,thioredoxin TrxA,trxA,1,K03671,K03671 thioredoxin 1 
643,Bcen2424_4561,4540.364312,-1.218443575,0.826627148,0.00331705,0.029439467,1.218443575,hypothetical protein,,2,NA,no KO assigned 
398,Bcen2424_3964,852.04659,1.209536144,0.526548142,0.000841945,0.012065044,1.209536144,CvpA family protein,,2,K03558,K03558 membrane protein required for colicin V production 
189,Bcen2424_3965,8045.302858,1.207929723,0.405548947,0.000139225,0.004213044,1.207929723,amidophosphoribosyltransferase,purF,2,K00764,K00764 amidophosphoribosyltransferase [EC:2.4.2.14] 
247,Bcen2424_3089,4334.571183,1.207266022,0.447111477,0.000289691,0.006699409,1.207266022,GTP-binding protein,,1,NA,no KO assigned 
12,Bcen2424_R0074,246.9102811,-1.204992207,0.24979958,8.49E-08,4.02E-05,1.204992207,tRNA-Phe,,2,NA,no KO assigned 
431,Bcen2424_1281,8156.457506,1.204548288,0.542918516,0.001016247,0.013445188,1.204548288,glycine betaine/L-proline transporter ProP,proP,1,K03762,"K03762 MFS transporter, MHS family, proline/betaine transporter "
411,Bcen2424_2891,6069.141983,1.195591271,0.524473875,0.000894675,0.012315531,1.195591271,YbeD family protein,,1,K09158,K09158 uncharacterized protein 
421,Bcen2424_2346,229.2519398,1.194636658,0.531993062,0.000957398,0.012968182,1.194636658,chorismate lyase,,1,K03181,K03181 chorismate--pyruvate lyase [EC:4.1.3.40] 
659,Bcen2424_0191,1599.78963,1.192849663,0.788891122,0.003488741,0.030209201,1.192849663,hypothetical protein,,1,NA,no KO assigned 
50,Bcen2424_5693,1342.309966,1.185950687,0.310836748,7.09E-06,0.000807029,1.185950687,AAA family ATPase,,2,K03496,K03496 chromosome partitioning protein 
30,Bcen2424_1243,428.0208155,1.18580312,0.273731327,8.53E-07,0.000161728,1.18580312,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) subunit alpha,,1,K00166,K00166 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4] 
341,Bcen2424_2105,742.4343021,1.183141257,0.481110705,0.000588966,0.009812432,1.183141257,hypothetical protein,,1,NA,no KO assigned 
236,Bcen2424_1296,2605.611164,1.180871229,0.428632133,0.000262777,0.00633801,1.180871229,RlmE family RNA methyltransferase,,1,K02427,K02427 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166] 
294,Bcen2424_0753,5952.793463,1.180401176,0.461432365,0.000421744,0.00818874,1.180401176,molecular chaperone DnaJ,dnaJ,1,K03686,K03686 molecular chaperone DnaJ 
38,Bcen2424_2768,55.00703404,-1.167073265,0.275391231,1.43E-06,0.000213898,1.167073265,hotdog family protein,,1,NA,no KO assigned 
76,Bcen2424_5191,34.82766584,-1.154769919,0.322414918,2.03E-05,0.00151858,1.154769919,BON domain-containing protein,,2,K04065,K04065 hyperosmotically inducible periplasmic protein 
1,Bcen2424_5701,3191.324728,1.153468371,0.177909771,4.44E-12,2.53E-08,1.153468371,glycine C-acetyltransferase,,2,K00639,K00639 glycine C-acetyltransferase [EC:2.3.1.29] 
260,Bcen2424_1572,4918.889432,-1.152014546,0.429774317,0.000325481,0.00714928,1.152014546,curculin (mannose-binding) lectin,,1,NA,no KO assigned 
515,Bcen2424_2996,308.6875539,-1.151355478,0.589147504,0.001723673,0.019023109,1.151355478,polyamine ABC transporter substrate-binding protein,,1,K11073,K11073 putrescine transport system substrate-binding protein 
75,Bcen2424_3371,70.78115812,1.147958143,0.321547585,1.99E-05,0.001511865,1.147958143,sel1 repeat family protein,,2,K07126,K07126 uncharacterized protein 
264,Bcen2424_5090,106.2420308,-1.142389736,0.426116048,0.00033551,0.007247075,1.142389736,"formaldehyde dehydrogenase, glutathione-independent",fdhA,2,K00148,K00148 glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46] 
222,Bcen2424_2047,8992.965294,1.140469208,0.404801577,0.000219313,0.005618371,1.140469208,DEAD/DEAH box helicase,,1,NA,no KO assigned 
3,Bcen2424_4695,5680.137212,1.133694097,0.18260062,4.27E-11,8.09E-08,1.133694097,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,acnB,2,K01682,K01682 aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99] 
776,Bcen2424_0025,45.11936981,-1.131834673,1.108274231,0.005490898,0.040358806,1.131834673,hypothetical protein,,1,NA,no KO assigned 
360,Bcen2424_3176,548.6442238,-1.130330824,0.467543913,0.000652114,0.010333912,1.130330824,fucose-binding lectin II,,2,K20277,K20277 mannose-binding lectin 
307,Bcen2424_1360,406.0054171,1.116583312,0.434591825,0.000466054,0.008664642,1.116583312,DUF4880 domain-containing protein,,1,K07165,K07165 transmembrane sensor 
461,Bcen2424_R0066,197.8534035,1.112753085,0.516706378,0.001245137,0.015365696,1.112753085,tRNA-Leu,,1,K14228,K14228 tRNA Leu 
462,Bcen2424_R0076,197.8534035,1.112753085,0.516706378,0.001245137,0.015365696,1.112753085,tRNA-Leu,,2,K14228,K14228 tRNA Leu 
39,Bcen2424_4843,76.60229346,-1.10609028,0.268382335,2.38E-06,0.000347109,1.10609028,asparagine synthase (glutamine-hydrolyzing),asnB,2,K01953,K01953 asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4] 
146,Bcen2424_2573,850.4469817,-1.094900509,0.342651535,7.33E-05,0.002841705,1.094900509,selenium-binding protein,,1,K17285,K17285 methanethiol oxidase [EC:1.8.3.4] 
522,Bcen2424_2998,40.55113938,-1.093448692,0.547296576,0.001771294,0.019341438,1.093448692,ABC transporter permease subunit,,1,K11075,K11075 putrescine transport system permease protein 
257,Bcen2424_1260,72.91242495,1.092625359,0.399667036,0.000315462,0.00701041,1.092625359,TerC family protein,,1,NA,no KO assigned 
458,Bcen2424_4985,1869.817648,-1.089730877,0.50595148,0.001230529,0.015290901,1.089730877,hypothetical protein,,2,NA,no KO assigned 
259,Bcen2424_1950,1035.480847,1.086786176,0.398564519,0.000320159,0.007059626,1.086786176,tetratricopeptide repeat protein,,1,NA,no KO assigned 
310,Bcen2424_3901,44.12499938,-1.085472542,0.422478728,0.000489967,0.009020787,1.085472542,HlyD family secretion protein,,2,K03543,"K03543 membrane fusion protein, multidrug efflux system "
23,Bcen2424_4842,627.0042142,-1.082808829,0.23922599,3.87E-07,9.56E-05,1.082808829,LWXIA domain-containing protein,,2,NA,no KO assigned 
626,Bcen2424_2997,109.2331904,-1.078746028,0.644675409,0.003046818,0.027777803,1.078746028,polyamine ABC transporter ATP-binding protein,potA,1,K11076,K11076 putrescine transport system ATP-binding protein 
32,Bcen2424_1624,119.6197592,-1.077186251,0.248719019,1.00E-06,0.000178091,1.077186251,efflux transporter outer membrane subunit,,1,K18139,"K18139 outer membrane protein, multidrug efflux system "
37,BCEN2424_RS24600,109.3299487,-1.069527479,0.252136332,1.42E-06,0.000213898,1.069527479,DUF2964 family protein,,2,NA,NA
395,Bcen2424_2819,52.28097667,1.06079357,0.448086188,0.000834736,0.012039739,1.06079357,cytochrome bd-I oxidase subunit CydX,cydX,1,K00424,K00424 cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7] 
97,Bcen2424_1244,258.7762324,1.058306332,0.305334809,3.08E-05,0.001825467,1.058306332,alpha-ketoacid dehydrogenase subunit beta,,1,K00167,K00167 2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4] 
324,Bcen2424_5482,1278.880645,1.05527402,0.418888362,0.000530157,0.00933381,1.05527402,type II toxin-antitoxin system HipA family toxin,,2,K07154,K07154 serine/threonine-protein kinase HipA [EC:2.7.11.1] 
334,Bcen2424_3137,44.69243652,-1.054076619,0.417031602,0.00057212,0.009774151,1.054076619,alpha/beta hydrolase,,1,NA,no KO assigned 
70,Bcen2424_3736,182.5872985,1.053241916,0.289968499,1.74E-05,0.001410886,1.053241916,methyl-accepting chemotaxis protein,,2,K03406,K03406 methyl-accepting chemotaxis protein 
407,Bcen2424_5722,2364.186924,-1.048229651,0.451762154,0.000881004,0.012315531,1.048229651,hypothetical protein,,2,NA,no KO assigned 
430,Bcen2424_5721,4153.273718,-1.048130443,0.463980998,0.001011412,0.01341241,1.048130443,hypothetical protein,,2,NA,no KO assigned 
140,Bcen2424_5155,189.2205131,1.04308469,0.321862113,6.76E-05,0.002764387,1.04308469,NAD-binding protein,,2,K08319,K08319 L-threonate 2-dehydrogenase [EC:1.1.1.411] 
102,Bcen2424_1290,2302.857113,1.042559208,0.302931146,3.55E-05,0.001997649,1.042559208,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,carA,1,K01956,K01956 carbamoyl-phosphate synthase small subunit [EC:6.3.5.5] 
343,Bcen2424_0659,188.0142409,1.037001487,0.414102585,0.000590668,0.009812432,1.037001487,MurR/RpiR family transcriptional regulator,,1,K19337,"K19337 RpiR family transcriptional regulator, carbohydrate utilization regulator "
267,Bcen2424_2345,140.3833767,1.025218841,0.377946309,0.000343603,0.007347393,1.025218841,DNA-deoxyinosine glycosylase,,1,NA,no KO assigned 
143,Bcen2424_2861,229.7473629,1.017948421,0.314714868,7.11E-05,0.002841705,1.017948421,HPr family phosphocarrier protein,,1,K02784,K02784 phosphocarrier protein HPr 
69,Bcen2424_0369,4741.894587,1.016405798,0.279499555,1.71E-05,0.00141032,1.016405798,translation initiation factor IF-1,infA,1,K02518,K02518 translation initiation factor IF-1 
493,Bcen2424_4172,436.8452132,1.013168854,0.478914257,0.001481715,0.017133087,1.013168854,"protocatechuate 3,4-dioxygenase subunit beta",pcaH,2,K00449,"K00449 protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3] "
376,Bcen2424_0754,923.7920939,1.009310925,0.410361919,0.000691185,0.010485738,1.009310925,aminodeoxychorismate synthase component I,,1,K03342,K03342 para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase [EC:2.6.1.85 4.1.3.38] 
388,Bcen2424_3126,1193.618812,1.00696213,0.419522359,0.000772248,0.011352249,1.00696213,methionyl-tRNA formyltransferase,,1,K00604,K00604 methionyl-tRNA formyltransferase [EC:2.1.2.9] 
137,Bcen2424_0362,12402.16078,1.001824009,0.307484204,6.67E-05,0.002764387,1.001824009,30S ribosomal protein S8,rpsH,1,K02994,K02994 small subunit ribosomal protein S8 
203,Bcen2424_5156,160.2394389,0.996816831,0.334532897,0.00016571,0.00466695,0.996816831,four-carbon acid sugar kinase family protein,,2,K21948,K21948 3-dehydrotetronate 4-kinase [EC:2.7.1.217] 
155,Bcen2424_0360,15203.53497,0.994326045,0.320233637,8.18E-05,0.003020313,0.994326045,50S ribosomal protein L5,rplE,1,K02931,K02931 large subunit ribosomal protein L5 
8,Bcen2424_4683,820.4552022,-0.993207957,0.190668188,1.34E-08,9.56E-06,0.993207957,NAD-glutamate dehydrogenase,,2,K15371,K15371 glutamate dehydrogenase [EC:1.4.1.2] 
82,Bcen2424_1245,387.5933948,0.993072965,0.278719223,2.29E-05,0.001546145,0.993072965,2-oxo acid dehydrogenase subunit E2,,1,K09699,K09699 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168] 
81,Bcen2424_3966,1372.829124,0.992577386,0.277578456,2.25E-05,0.001546145,0.992577386,O-succinylhomoserine sulfhydrylase,,2,K10764,K10764 O-succinylhomoserine sulfhydrylase [EC:2.5.1.-] 
129,Bcen2424_1291,614.0597305,0.988992707,0.299919724,5.90E-05,0.002621565,0.988992707,leucine efflux protein LeuE,leuE,1,K11250,K11250 leucine efflux protein 
128,Bcen2424_0356,2216.193089,0.98885193,0.299801361,5.86E-05,0.002621565,0.98885193,50S ribosomal protein L29,rpmC,1,K02904,K02904 large subunit ribosomal protein L29 
95,Bcen2424_1435,1327.411991,-0.987297907,0.284617489,2.88E-05,0.001740614,0.987297907,hypothetical protein,,1,NA,no KO assigned 
106,Bcen2424_5157,68.00919007,0.985521919,0.286491203,3.79E-05,0.002053857,0.985521919,aldolase,,2,K22130,K22130 3-dehydro-4-phosphotetronate decarboxylase [EC:4.1.1.104] 
184,Bcen2424_3787,100.165411,-0.984118285,0.320907618,0.000127293,0.003957209,0.984118285,chemotaxis protein CheW,,2,K13488,K13488 chemotaxis-related protein WspB 
79,Bcen2424_1361,219.7905003,0.980612747,0.274041334,2.19E-05,0.001546145,0.980612747,TonB-dependent receptor,,1,K02014,K02014 iron complex outermembrane recepter protein 
